"Group" "sort" "x" "y"
62 0 120.75614008 24.381293324
62 1 120.75536012 24.379607129
62 2 120.75477345 24.378383488
63 0 120.74926306 24.367532474
63 1 120.74803339 24.365498351
64 0 121.63172878 24.028855771
64 1 121.63104450 24.028181010
64 2 121.62230999 24.017342344
64 3 121.61793982 24.011197859
64 4 121.61535169 24.006314779
64 5 121.61314083 24.001524292
64 6 121.61064976 23.994868338
64 7 121.60976605 23.990013655
64 8 121.60972668 23.981653181
64 9 121.61029678 23.972160459
64 10 121.61039685 23.967301847
64 11 121.61035804 23.964128733
65 0 121.52988033 23.602060532
65 1 121.52939321 23.601649232
65 2 121.52861416 23.600979710
65 3 121.52715902 23.600148463
65 4 121.52544389 23.599126951
65 5 121.52424879 23.598485926
65 6 121.52185991 23.597526376
65 7 121.52126176 23.597050559
65 8 121.52081671 23.595953053
65 9 121.52049921 23.594329509
65 10 121.52015900 23.593518345
65 11 121.51968956 23.592803178
65 12 121.51909097 23.592207897
65 13 121.51856987 23.591540681
65 14 121.51833347 23.590753056
65 15 121.51801723 23.589440089
65 16 121.51779532 23.588370049
66 0 121.52992115 23.599044216
66 1 121.52982392 23.598987341
66 2 121.52836966 23.597989920
66 3 121.52732447 23.597283456
66 4 121.52709211 23.597156049
67 0 121.52709211 23.597156049
67 1 121.52618898 23.596660822
67 2 121.52532608 23.596204321
67 3 121.52450950 23.595998252
67 4 121.52337503 23.595626188
67 5 121.52255730 23.595127753
67 6 121.52164762 23.594295497
67 7 121.52073597 23.592962053
67 8 121.51950580 23.591295543
67 9 121.51872982 23.589878101
67 10 121.51790870 23.588502570
67 11 121.51779532 23.588370049
68 0 121.51779532 23.588370049
68 1 121.51692581 23.587407642
68 2 121.51599805 23.586629468
68 3 121.51508961 23.586089528
68 4 121.51386299 23.585300040
68 5 121.51306696 23.584530003
68 6 121.51247640 23.584156060
68 7 121.51179441 23.583573587
68 8 121.51115789 23.583032726
68 9 121.51061153 23.582366270
68 10 121.51011033 23.581657897
68 11 121.50969863 23.580656868
68 12 121.50946915 23.579905835
68 13 121.50917034 23.578800019
68 14 121.50885074 23.578174578
68 15 121.50853033 23.577340309
68 16 121.50839230 23.576797805
68 17 121.50825362 23.576088238
68 18 121.50815995 23.575294993
68 19 121.50770297 23.574294105
68 20 121.50720133 23.573460425
68 21 121.50679160 23.572960571
68 22 121.50601763 23.572002477
68 23 121.50556324 23.571669829
68 24 121.50483730 23.571421593
68 25 121.50379436 23.571216147
68 26 121.50252502 23.571053193
68 27 121.50121021 23.570848609
68 28 121.50021243 23.570601227
68 29 121.49966775 23.570352383
68 30 121.49871497 23.570021316
68 31 121.49798890 23.569731282
68 32 121.49735266 23.569232128
68 33 121.49655793 23.568754360
68 34 121.49592233 23.568422261
68 35 121.49533205 23.568090016
68 36 121.49487833 23.567924397
68 37 121.49433320 23.567550237
68 38 121.49392354 23.567050348
68 39 121.49364919 23.566382963
68 40 121.49328422 23.565715866
68 41 121.49296550 23.565299217
68 42 121.49246539 23.564841376
68 43 121.49160250 23.564301149
68 44 121.49042091 23.563344262
68 45 121.48992066 23.562844647
68 46 121.48942010 23.562261499
68 47 121.48882956 23.561845697
68 48 121.48796701 23.561388980
68 49 121.48692340 23.560974591
68 50 121.48601618 23.560685068
68 51 121.48524472 23.560353349
68 52 121.48438266 23.560021908
68 53 121.48365652 23.559690040
68 54 121.48279310 23.558982700
68 55 121.48238290 23.558315716
68 56 121.48199604 23.557836606
68 57 121.48163176 23.557336541
68 58 121.48126840 23.557087070
68 59 121.48067775 23.556629470
68 60 121.48026893 23.556338370
68 61 121.47976905 23.555922252
68 62 121.47922326 23.555339209
68 63 121.47885839 23.554672076
68 64 121.47862960 23.554046288
68 65 121.47858263 23.553587005
68 66 121.47835414 23.553044749
68 67 121.47789807 23.552210828
68 68 121.47712367 23.551043754
68 69 121.47644035 23.550001695
68 70 121.47580234 23.548959494
68 71 121.47500465 23.547604531
68 72 121.47459438 23.546895759
68 73 121.47432016 23.546228336
68 74 121.47395430 23.545268829
68 75 121.47367934 23.544392577
68 76 121.47344954 23.543474420
68 77 121.47326595 23.542806719
68 78 121.47281040 23.542098079
68 79 121.47208200 23.541097902
68 80 121.47153601 23.540431298
68 81 121.47053539 23.539306639
68 82 121.46958052 23.538307134
68 83 121.46876187 23.537390745
68 84 121.46807854 23.536306880
68 85 121.46755516 23.535619310
68 86 121.46714511 23.534952281
68 87 121.46678051 23.534326881
68 88 121.46587189 23.533577811
68 89 121.46519007 23.532911590
68 90 121.46418985 23.531870419
68 91 121.46332554 23.530828837
68 92 121.46241595 23.529787384
68 93 121.46209697 23.529245370
68 94 121.46177844 23.528828652
68 95 121.46141344 23.528077940
68 96 121.46118376 23.527159762
68 97 121.46115944 23.526679521
68 98 121.46111036 23.525593741
68 99 121.46119498 23.523881070
68 100 121.46132577 23.522418860
68 101 121.46127669 23.521333080
68 102 121.46131922 23.520539393
68 103 121.46149734 23.519661772
68 104 121.46176706 23.519076242
68 105 121.46185648 23.518741846
68 106 121.46189915 23.517989925
68 107 121.46182502 23.516215073
68 108 121.46168565 23.515213093
68 109 121.46149939 23.513751821
68 110 121.46140546 23.512791472
68 111 121.46135711 23.511914521
68 112 121.46126318 23.510954171
68 113 121.46135071 23.510076817
68 114 121.46148367 23.509241094
68 115 121.46193205 23.507945006
68 116 121.46215558 23.507109014
68 117 121.46255925 23.505980122
68 118 121.46264764 23.505353362
68 119 121.46273486 23.504392475
68 120 121.46268563 23.503264927
68 121 121.46245424 23.501845554
68 122 121.46222314 23.500509713
68 123 121.46199408 23.499758596
68 124 121.46158286 23.498715653
68 125 121.46094450 23.497464548
68 126 121.45994299 23.495963914
68 127 121.45912539 23.495256294
68 128 121.45808181 23.494674635
68 129 121.45775044 23.494562224
69 0 121.45775044 23.494562224
69 1 121.45649497 23.494136327
69 2 121.45531585 23.493638579
69 3 121.45431830 23.493265591
69 4 121.45318547 23.493060058
69 5 121.45182637 23.492896938
69 6 121.45042227 23.492817470
69 7 121.44933573 23.492904140
69 8 121.44766077 23.493076027
69 9 121.44571283 23.492872779
69 10 121.44410419 23.492564122
69 11 121.44278927 23.492066665
69 12 121.44230994 23.491930005
70 0 121.44230994 23.491930005
70 1 121.44206403 23.491859891
70 2 121.44097415 23.490944114
70 3 121.43979192 23.489485623
70 4 121.43842721 23.487609970
70 5 121.43788037 23.486567341
70 6 121.43733216 23.485107048
70 7 121.43669574 23.484357033
70 8 121.43560514 23.483190618
70 9 121.43517285 23.482544442
70 10 121.43440006 23.481627730
70 11 121.43385451 23.480960983
70 12 121.43317312 23.480294611
70 13 121.43230858 23.479002243
70 14 121.43126266 23.477626838
70 15 121.43026259 23.476418366
70 16 121.42921820 23.475502377
70 17 121.42812963 23.474920636
70 18 121.42751696 23.474483766
70 19 121.42656397 23.473818108
70 20 121.42547475 23.473027516
70 21 121.42488413 23.472402625
70 22 121.42429365 23.471819498
70 23 121.42370265 23.471069303
70 24 121.42320287 23.470527692
70 25 121.42252172 23.469903037
70 26 121.42156852 23.469153815
70 27 121.42052491 23.468446597
70 28 121.41957239 23.467906194
70 29 121.41898275 23.467573645
70 30 121.41839245 23.467032261
70 31 121.41775636 23.466323930
70 32 121.41766250 23.466194872
70 33 121.41650613 23.465139089
70 34 121.41544767 23.464568506
70 35 121.41535974 23.464537874
71 0 121.12709622 22.951378531
71 1 121.12478117 22.946821034
71 2 121.12342201 22.943705000
71 3 121.12231398 22.940495711
71 4 121.12135629 22.936821060
71 5 121.12019593 22.931099501
71 6 121.11913767 22.927145764
71 7 121.11787760 22.922075591
71 8 121.11656899 22.918866402
71 9 121.11485842 22.915378347
71 10 121.11445452 22.912866340
71 11 121.11359586 22.907004925
71 12 121.11288905 22.902492592
71 13 121.11213187 22.897747668
71 14 121.11129419 22.893776406
71 15 121.10939364 22.888243963
71 16 121.10739961 22.884204796
71 17 121.10654477 22.882097269
71 18 121.10360397 22.879376245
71 19 121.10199087 22.877269184
71 20 121.10056656 22.874020097
71 21 121.09961594 22.870331511
71 22 121.09892753 22.866724768
71 23 121.09792079 22.863049968
71 24 121.09651236 22.859189307
71 25 121.09530426 22.854537596
71 26 121.09485119 22.852723415
71 27 121.09454739 22.848955117
71 28 121.09252122 22.822018613
71 29 121.09176593 22.818343606
71 30 121.09166300 22.814528646
71 31 121.09160843 22.807968700
71 32 121.09113314 22.800505273
71 33 121.09094266 22.799012127
71 34 121.09056289 22.797782603
72 0 121.16815613 22.956653399
72 1 121.16780981 22.955631212
72 2 121.16732555 22.954673080
72 3 121.16649609 22.953587490
72 4 121.16569622 22.952778621
72 5 121.16466303 22.951823943
72 6 121.16371548 22.950507152
72 7 121.16318242 22.949214381
72 8 121.16279510 22.947776683
72 9 121.16286620 22.946232347
72 10 121.16277115 22.945180414
72 11 121.16235239 22.943578669
72 12 121.16147577 22.942537185
72 13 121.16083857 22.941263814
72 14 121.16043040 22.939777871
72 15 121.16007464 22.938542818
72 16 121.15924690 22.936217498
72 17 121.15902137 22.935125262
72 18 121.15881280 22.933783365
72 19 121.15798309 22.932314269
72 20 121.15667003 22.930526096
72 21 121.15535708 22.928801821
72 22 121.15480394 22.927779805
72 23 121.15362853 22.925608012
73 0 121.14878148 22.909762969
73 1 121.14919422 22.908676112
73 2 121.14953811 22.907717139
73 3 121.14981321 22.906949960
73 4 121.14981244 22.906246951
73 5 121.14967335 22.905224521
73 6 121.14946498 22.903946517
73 7 121.14925607 22.902157233
73 8 121.14932352 22.900751148
73 9 121.14946057 22.899920189
73 10 121.14945966 22.899089359
73 11 121.14938949 22.898002954
73 12 121.14938872 22.897299944
73 13 121.14938802 22.896660844
73 14 121.14924866 22.895382773
73 15 121.14910902 22.893849061
73 16 121.14924579 22.892762461
73 17 121.14965708 22.890397400
73 18 121.15013824 22.888863103
73 19 121.15041317 22.887968101
73 20 121.15075749 22.887456494
73 21 121.15082576 22.886817328
73 22 121.15075509 22.885283551
73 23 121.15061544 22.883749839
73 24 121.15040718 22.882535742
73 25 121.14964636 22.880619154
73 26 121.14867899 22.879022306
73 27 121.14764308 22.877808977
73 28 121.14619329 22.876532111
73 29 121.14557194 22.875957489
73 30 121.14481224 22.874999528
73 31 121.14446637 22.874041189
73 32 121.14446454 22.872315613
73 33 121.14459995 22.870971906
74 0 121.14924579 22.892762461
74 1 121.14910651 22.891548300
74 2 121.14862233 22.890334461
74 3 121.14793130 22.889184723
74 4 121.14758558 22.888418122
74 5 121.14730836 22.887204086
74 6 121.14676016 22.886200522
75 0 121.15349039 22.925480326
75 1 121.15279950 22.924650164
75 2 121.15224625 22.923500318
75 3 121.15092939 22.918133145
75 4 121.15002791 22.913979854
75 5 121.14839245 22.908481974
75 6 121.14803321 22.906793706
75 7 121.14695245 22.898848337
75 8 121.14694648 22.893302432
75 9 121.14676016 22.886200522
75 10 121.14616026 22.876543076
76 0 121.14332189 22.866408954
76 1 121.14202530 22.862564473
76 2 121.14113747 22.859223965
76 3 121.14017966 22.853929165
76 4 121.13942657 22.849201568
76 5 121.13867346 22.844410921
76 6 121.13826330 22.842393886
76 7 121.13737634 22.839683781
76 8 121.13655817 22.837730135
76 9 121.13594408 22.835776310
76 10 121.13539690 22.832687640
76 11 121.13519167 22.831489986
76 12 121.13423800 22.829977745
76 13 121.13294423 22.828402739
76 14 121.13165024 22.826575548
76 15 121.13083296 22.825378392
76 16 121.13008353 22.823992045
76 17 121.12940182 22.822290420
76 18 121.12865123 22.819643192
76 19 121.12810516 22.817500145
76 20 121.12755906 22.815294053
76 21 121.12680849 22.812583770
76 22 121.12605824 22.810188701
76 23 121.12551254 22.808360861
76 24 121.12483062 22.806280950
76 25 121.12435370 22.805272622
76 26 121.12374055 22.804012222
76 27 121.12305954 22.802877960
76 28 121.12224208 22.801239448
77 0 121.35391610 23.477321338
77 1 121.35274070 23.473620739
77 2 121.35163058 23.470099171
77 3 121.35078141 23.467293768
77 4 121.35038756 23.465263829
77 5 121.35031493 23.462277485
77 6 121.35062793 23.458215129
77 7 121.35094581 23.456004397
77 8 121.35190857 23.452836527
77 9 121.35280559 23.449310417
77 10 121.35363989 23.446560936
77 11 121.35408589 23.443872062
77 12 121.35440496 23.442139160
77 13 121.35485365 23.440465692
77 14 121.35516966 23.437597918
77 15 121.35509934 23.435507516
78 0 121.39313977 23.493414136
78 1 121.38956264 23.488226630
78 2 121.38630993 23.483157692
78 3 121.38143571 23.477077247
78 4 121.37922540 23.474036413
78 5 121.37694874 23.470398405
78 6 121.37356814 23.465568409
78 7 121.37122720 23.461990195
78 8 121.36833392 23.457636757
78 9 121.36553958 23.453880330
78 10 121.36345836 23.450420842
78 11 121.36085626 23.445827654
78 12 121.35883874 23.441890108
78 13 121.35636612 23.437177079
78 14 121.35402409 23.432822092
78 15 121.35194335 23.429302702
78 16 121.34843149 23.423038881
78 17 121.34563535 23.418087463
78 18 121.34290553 23.413673419
78 19 121.33896320 23.403229163
78 20 121.33596510 23.394873338
78 21 121.33547028 23.393438695
78 22 121.33399281 23.388347101
78 23 121.33226817 23.383271445
78 24 121.32906467 23.373458169
78 25 121.32622899 23.363869793
78 26 121.32413766 23.358569041
78 27 121.32271165 23.352738428
78 28 121.32166968 23.349092671
78 29 121.31845082 23.338644414
78 30 121.31748620 23.335888269
78 31 121.31680327 23.333079507
78 32 121.31418454 23.321844193
78 33 121.31208187 23.314250579
78 34 121.31077671 23.310298142
78 35 121.30771902 23.303747144
79 0 120.71367057 23.970307239
79 1 120.71322341 23.972554750
79 2 120.71298397 23.974179612
79 3 120.71265717 23.975316717
79 4 120.71256512 23.976941854
79 5 120.71301958 23.978066877
79 6 120.71319323 23.979529980
79 7 120.71307194 23.981046708
79 8 120.71295059 23.982590523
79 9 120.71312352 23.984378686
79 10 120.71327893 23.987426427
79 11 120.71327629 23.988618314
79 12 120.71324243 23.990595707
79 13 120.71320820 23.992735630
79 14 120.71323253 23.995065280
79 15 120.71328898 23.996203099
79 16 120.71360894 23.998181152
79 17 120.71393142 23.999021494
79 18 120.71460643 24.000458438
79 19 120.71478108 24.001488123
79 20 120.71495549 24.002626160
79 21 120.71501112 24.004143214
79 22 120.71519757 24.006513794
79 23 120.71521547 24.006610894
79 24 120.71543066 24.007787381
79 25 120.71569355 24.008925581
79 26 120.71603061 24.009860755
79 27 120.71667692 24.010972574
79 28 120.71726415 24.012138459
79 29 120.71729771 24.012301253
79 30 120.71752676 24.013412096
79 31 120.71767161 24.014604251
80 0 120.69910627 23.727057054
80 1 120.69975788 23.725189155
80 2 120.70035106 23.723131515
80 3 120.70088309 23.722076060
80 4 120.70150320 23.721102041
80 5 120.70218196 23.720209400
80 6 120.70283128 23.719316700
80 7 120.70339202 23.718559274
80 8 120.70363716 23.717998418
81 0 120.70940132 23.804339710
81 1 120.70908083 23.804409086
81 2 120.70837921 23.804443880
81 3 120.70806833 23.804538104
81 4 120.70754872 23.804645476
81 5 120.70732779 23.804764701
81 6 120.70710684 23.804895212
81 7 120.70667775 23.805181090
81 8 120.70657322 23.805431465
81 9 120.70655972 23.805706845
81 10 120.70664983 23.806004996
81 11 120.70667368 23.806996050
81 12 120.70659427 23.807187780
81 13 120.70656814 23.807282542
81 14 120.70652876 23.807474348
81 15 120.70652761 23.807986780
81 16 120.70656505 23.808657306
81 17 120.70629241 23.809063123
81 18 120.70641822 23.810399756
81 19 120.70663851 23.811045798
81 20 120.70709132 23.811811924
81 21 120.70728533 23.812146391
81 22 120.70778963 23.813068375
81 23 120.70780206 23.813271566
81 24 120.70780179 23.813388952
81 25 120.70786649 23.813533549
81 26 120.70823894 23.813899957
81 27 120.70852589 23.814297805
81 28 120.70868023 23.814955006
81 29 120.70860132 23.815408599
81 30 120.70861439 23.815803672
81 31 120.70897645 23.816497384
81 32 120.70909127 23.816998748
81 33 120.70912993 23.817129751
81 34 120.70910341 23.817332869
81 35 120.70951788 23.817837055
81 36 120.70976289 23.818553118
81 37 120.71003461 23.818984796
81 38 120.71033347 23.819344288
81 39 120.71039270 23.821888510
81 40 120.71055576 23.824085285
81 41 120.71033216 23.825326445
81 42 120.71007242 23.826055102
81 43 120.70953666 23.826902883
81 44 120.70936673 23.827381135
81 45 120.70936382 23.828001919
81 46 120.70995662 23.830750312
81 47 120.70991608 23.831253639
81 48 120.70947280 23.831957118
81 49 120.70950098 23.832526040
81 50 120.70997076 23.833149971
81 51 120.71041146 23.833611313
81 52 120.71039359 23.834268187
81 53 120.70968758 23.834894420
81 54 120.70952187 23.835126621
81 55 120.70940648 23.835288938
81 56 120.70911457 23.835645059
81 57 120.70899668 23.836100834
81 58 120.70878848 23.836267489
81 59 120.70815124 23.836720024
81 60 120.70606058 23.838120162
81 61 120.70542336 23.838489161
81 62 120.70455166 23.839180518
81 63 120.70430431 23.839491567
81 64 120.70413386 23.840184265
81 65 120.70418440 23.840827725
81 66 120.70427309 23.841760206
81 67 120.70431040 23.842489422
81 68 120.70429112 23.843819001
81 69 120.70417318 23.845773692
81 70 120.70408048 23.846538777
81 71 120.70381851 23.847540564
81 72 120.70367498 23.847790860
81 73 120.70360941 23.848090970
81 74 120.70406120 23.849286008
81 75 120.70414741 23.850365215
81 76 120.70456115 23.850761056
81 77 120.70518396 23.851024109
81 78 120.70533924 23.851274979
81 79 120.70523473 23.851502777
81 80 120.70461043 23.851894370
81 81 120.70437556 23.852372490
81 82 120.70432573 23.852905143
81 83 120.70470964 23.854009753
81 84 120.70535086 23.854415057
81 85 120.70572134 23.854609902
81 86 120.70727818 23.855375873
81 87 120.70854972 23.855929092
81 88 120.70879909 23.856234314
81 89 120.70888874 23.856821410
81 90 120.70884901 23.857166718
81 91 120.70876961 23.857823474
81 92 120.70854768 23.858349030
81 93 120.70827383 23.858838369
81 94 120.70798734 23.859147091
81 95 120.70754515 23.859385537
81 96 120.70718002 23.860077867
81 97 120.70722866 23.860071187
81 98 120.70657951 23.860381474
81 99 120.70637073 23.860787409
81 100 120.70639608 23.861110267
81 101 120.70664521 23.861250701
81 102 120.70779357 23.861415418
81 103 120.70837952 23.861653556
81 104 120.70857632 23.861938362
81 105 120.70862721 23.862367365
81 106 120.70826170 23.863226745
81 107 120.70814379 23.864091108
81 108 120.70816746 23.864684851
81 109 120.70798438 23.865257885
81 110 120.70828134 23.866034996
81 111 120.70904650 23.866548875
81 112 120.70935706 23.867075437
81 113 120.70937874 23.867106554
82 0 120.70927593 23.806797808
82 1 120.70953277 23.805701184
82 2 120.70997364 23.805354370
82 3 120.71083222 23.804793884
82 4 120.71149670 23.804151762
82 5 120.71178353 23.803626318
82 6 120.71251210 23.802909817
82 7 120.71295454 23.802470442
82 8 120.71342219 23.801859550
82 9 120.71340975 23.801656358
82 10 120.71341158 23.801240995
82 11 120.71315403 23.800308200
82 12 120.71324585 23.799829797
82 13 120.71342865 23.799401225
82 14 120.71329253 23.798683111
82 15 120.71291711 23.798291878
82 16 120.71257334 23.797729139
82 17 120.71221674 23.797006098
82 18 120.71210586 23.796387357
82 19 120.71209214 23.795520479
82 20 120.71242280 23.794857412
82 21 120.71295682 23.794454327
82 22 120.71289461 23.794223954
82 23 120.71247273 23.793559485
82 24 120.71209716 23.793240487
82 25 120.71154855 23.793167225
82 26 120.71089824 23.792980899
82 27 120.71006763 23.792439816
82 28 120.70935411 23.792201444
82 29 120.70886235 23.791938656
82 30 120.70826642 23.791434124
82 31 120.70813850 23.790562515
82 32 120.70843958 23.789416311
82 33 120.70902697 23.787972665
82 34 120.70941861 23.786982392
82 35 120.70983156 23.786335287
82 36 120.71048469 23.785860196
82 37 120.71055120 23.785526221
82 38 120.71038934 23.784677124
82 39 120.71033433 23.783830484
82 40 120.71046602 23.783004512
82 41 120.71041590 23.782169169
82 42 120.71022246 23.781595419
82 43 120.70993917 23.780125299
82 44 120.70994149 23.779493223
82 45 120.71024184 23.778728518
82 46 120.71068463 23.778025029
82 47 120.71103679 23.777260419
82 48 120.71099904 23.776723080
82 49 120.71076614 23.776388544
82 50 120.71049324 23.776112626
82 51 120.70948273 23.775237102
82 52 120.70868106 23.774282955
82 53 120.70799523 23.773360627
82 54 120.70769029 23.772615098
82 55 120.70758216 23.771878970
82 56 120.70791466 23.770378406
82 57 120.70868003 23.768894460
82 58 120.70883710 23.767890198
82 59 120.70895581 23.767450222
82 60 120.70936484 23.766818911
82 61 120.70950325 23.766410575
82 62 120.70951742 23.765898164
82 63 120.70952645 23.764385700
82 64 120.70973981 23.763708870
82 65 120.71024563 23.763109342
82 66 120.71030569 23.762567670
82 67 120.70989051 23.762110889
82 68 120.70911025 23.761493141
82 69 120.70857972 23.761070001
82 70 120.70666338 23.759310089
82 71 120.70498368 23.757658962
82 72 120.70422236 23.756682293
82 73 120.70334152 23.755759571
82 74 120.70298721 23.755180986
82 75 120.70284340 23.754787915
82 76 120.70284440 23.754349974
82 77 120.70306575 23.753801843
82 78 120.70331878 23.752806799
82 79 120.70311498 23.751831194
82 80 120.70333703 23.749759292
82 81 120.70341535 23.749149934
82 82 120.70335418 23.747465767
82 83 120.70311015 23.746797096
82 84 120.70279997 23.746234398
82 85 120.70256722 23.745863730
82 86 120.70228128 23.745562940
82 87 120.70152942 23.745252220
82 88 120.70104235 23.744431828
82 89 120.70011911 23.743396132
82 90 120.69978036 23.742939472
82 91 120.69904709 23.741881564
82 92 120.69775684 23.739901528
82 93 120.69767043 23.739088681
82 94 120.69802549 23.738249607
82 95 120.69852756 23.737464997
82 96 120.69879395 23.736788284
82 97 120.69879582 23.735975608
82 98 120.69871141 23.735223715
82 99 120.69868765 23.734293603
82 100 120.69861312 23.732846437
82 101 120.69834236 23.732094180
82 102 120.69816061 23.731224710
82 103 120.69816204 23.730601658
82 104 120.69822320 23.729599472
82 105 120.69825431 23.728868121
82 106 120.69837301 23.728434924
82 107 120.69866837 23.727947892
82 108 120.69911167 23.727108985
82 109 120.69923023 23.726729965
83 0 120.70822411 23.839458405
83 1 120.70825427 23.839277869
83 2 120.70836427 23.838785961
83 3 120.70858915 23.838296528
83 4 120.70887581 23.837890735
83 5 120.70906016 23.837620194
84 0 120.70534094 23.850523264
84 1 120.70517087 23.849960844
84 2 120.70508058 23.849662693
84 3 120.70491247 23.849386967
85 0 120.71171063 23.854251014
85 1 120.71146375 23.854275383
85 2 120.71112612 23.854274750
85 3 120.71074960 23.854165688
85 4 120.71056812 23.854034417
85 5 120.71051648 23.853867272
85 6 120.71063383 23.853664325
85 7 120.71068631 23.853447713
85 8 120.71058306 23.853174372
85 9 120.71015513 23.852873332
86 0 120.71012189 23.866228094
86 1 120.70968100 23.867039929
86 2 120.70937874 23.867106554
87 0 120.70937874 23.867106554
87 1 120.70947359 23.867242705
88 0 120.70937874 23.867106554
88 1 120.70935606 23.867111553
88 2 120.70913282 23.868221775
88 3 120.70936540 23.868770764
88 4 120.70966071 23.869191198
88 5 120.70999936 23.870338598
88 6 120.71002438 23.870744978
88 7 120.71065633 23.872120926
88 8 120.71115572 23.872744908
88 9 120.71236154 23.873614009
88 10 120.71345075 23.873941106
88 11 120.71426885 23.874062270
88 12 120.71465114 23.874360956
88 13 120.71491175 23.875160560
88 14 120.71537810 23.875748348
89 0 120.71511916 23.875377655
89 1 120.71537810 23.875748348
90 0 120.72164520 23.878649286
90 1 120.72154238 23.878159244
90 2 120.72057306 23.877351594
90 3 120.72010677 23.876718673
90 4 120.71989670 23.876232949
90 5 120.71952037 23.876076503
90 6 120.71894962 23.876147699
90 7 120.71837746 23.876374651
90 8 120.71813024 23.876613483
90 9 120.71746663 23.876700305
90 10 120.71682622 23.876559169
90 11 120.71598780 23.876178381
90 12 120.71537810 23.875748348
91 0 120.70778026 23.932545958
91 1 120.70805805 23.931812836
91 2 120.70810970 23.930478818
91 3 120.70825771 23.929709331
91 4 120.70919662 23.928266382
91 5 120.70921991 23.928009084
91 6 120.70915668 23.927663584
91 7 120.70837833 23.926644027
91 8 120.70789867 23.926105858
91 9 120.70756488 23.925744041
91 10 120.70702168 23.924596253
91 11 120.70661027 23.922658629
91 12 120.70645897 23.922166229
91 13 120.70642101 23.921441535
91 14 120.70651089 23.920791578
91 15 120.70701374 23.919952789
91 16 120.70707402 23.919356953
91 17 120.70751780 23.918572226
91 18 120.70698830 23.918164887
91 19 120.70631123 23.917865620
91 20 120.70562897 23.917347372
91 21 120.70526614 23.916879397
91 22 120.70473883 23.915517179
91 23 120.70417114 23.913759837
91 24 120.70417283 23.913019416
91 25 120.70408018 23.912660313
91 26 120.70431562 23.911981291
91 27 120.70449817 23.911742358
91 28 120.70459251 23.911288804
91 29 120.70433695 23.910900041
91 30 120.70429844 23.909480067
91 31 120.70450729 23.908611373
91 32 120.70471789 23.907036117
91 33 120.70485154 23.905961854
91 34 120.70552712 23.903303939
91 35 120.70616828 23.901262223
91 36 120.70648331 23.899840666
91 37 120.70707156 23.898252580
91 38 120.70771474 23.896996434
91 39 120.70886265 23.894966954
91 40 120.70966500 23.893952641
91 41 120.71042939 23.893024034
91 42 120.71055984 23.892809827
91 43 120.71156631 23.891073520
91 44 120.71267674 23.889499933
91 45 120.71302735 23.888387690
91 46 120.71324355 23.887902752
91 47 120.71373803 23.887510885
91 48 120.71393997 23.886944653
91 49 120.71379597 23.886352946
91 50 120.71395278 23.885935619
91 51 120.71392798 23.885420885
91 52 120.71366923 23.884955380
91 53 120.71372199 23.884549146
91 54 120.71437323 23.883125936
91 55 120.71576274 23.880880136
91 56 120.71602970 23.880040875
91 57 120.71594339 23.879092607
91 58 120.71559113 23.878523091
91 59 120.71466970 23.878492039
91 60 120.71381410 23.878108949
91 61 120.71333401 23.877415033
91 62 120.71333701 23.876543681
92 0 120.70760608 23.934850418
92 1 120.70758060 23.934574968
92 2 120.70740701 23.933958372
92 3 120.70730380 23.933576677
92 4 120.70747379 23.933134553
92 5 120.70778026 23.932545958
93 0 120.68839330 23.980061926
93 1 120.68839331 23.980061758
94 0 120.68839330 23.980061926
94 1 120.68841932 23.980036980
94 2 120.68868204 23.978890770
94 3 120.68892921 23.978843866
94 4 120.68978082 23.978958459
94 5 120.69037280 23.979002545
95 0 120.68821989 23.981876331
95 1 120.68828041 23.981165383
95 2 120.68839330 23.980061926
96 0 120.68959775 23.983332871
96 1 120.68890712 23.982606856
96 2 120.68862528 23.982254135
96 3 120.68819391 23.981887565
96 4 120.68785637 23.981647598
96 5 120.68768798 23.981432805
96 6 120.68775717 23.981010818
96 7 120.68813260 23.980311797
96 8 120.68839330 23.980061926
97 0 120.69307683 23.984750727
97 1 120.69478645 23.989858048
98 0 120.69145223 23.985259890
98 1 120.69145645 23.984648152
99 0 120.69013346 23.986300136
99 1 120.69030958 23.985853533
99 2 120.69021346 23.985465071
99 3 120.68998576 23.985200499
99 4 120.68966879 23.984890599
99 5 120.68967129 23.983849957
99 6 120.68962032 23.983396123
100 0 120.69106847 23.988101144
100 1 120.69123845 23.987719991
100 2 120.69080266 23.986813909
100 3 120.69093010 23.986177588
100 4 120.69115859 23.985920708
100 5 120.69136044 23.985629914
100 6 120.69145223 23.985259890
101 0 120.69057339 23.988553877
101 1 120.69061276 23.988398198
101 2 120.69106847 23.988101144
102 0 120.69077899 23.989522702
102 1 120.69080624 23.989044195
102 2 120.69091163 23.988446205
102 3 120.69106847 23.988101144
103 0 120.69256475 23.991722710
103 1 120.69251658 23.990020559
103 2 120.69237449 23.987133101
103 3 120.69237593 23.986523614
103 4 120.69145223 23.985259890
104 0 120.69472962 24.001320839
104 1 120.69473257 24.001350375
105 0 120.69473257 24.001350375
105 1 120.69477845 24.001325451
105 2 120.69469135 24.001009247
105 3 120.69451968 24.000738021
105 4 120.69396109 24.000558575
105 5 120.69343187 24.000302436
105 6 120.69299963 24.000209019
105 7 120.69199885 24.000053511
105 8 120.69141701 24.000034282
105 9 120.69122274 23.999907479
105 10 120.69063920 23.999053019
